1.000000000000000888e-01 0.000000000000000000e+00 1.800000000000000266e+00 3.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00
1.000000000000000888e-01 2.000000000000000111e-01 1.600000000000000533e+00 3.000000000000000000e+00 8.000000000000000000e+00 4.000000000000000000e+00
-9.999999999999997780e-02 2.000000000000000111e-01 1.800000000000000266e+00 2.000000000000000000e+00 9.000000000000000000e+00 4.000000000000000000e+00
-2.999999999999999334e-01 0.000000000000000000e+00 1.800000000000000266e+00 1.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00
-2.999999999999999334e-01 3.999999999999998002e-01 8.000000000000001554e-01 1.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00
-5.000000000000000000e-01 0.000000000000000000e+00 1.800000000000000266e+00 0.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00
-9.999999999999997780e-02 1.999999999999999001e-01 1.200000000000000178e+00 2.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+00
-5.000000000000000000e-01 1.999999999999999556e-01 1.400000000000000133e+00 0.000000000000000000e+00 7.000000000000000000e+00 4.000000000000000000e+00
-5.000000000000000000e-01 1.999999999999999001e-01 1.200000000000000178e+00 0.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+00
-5.000000000000000000e-01 3.999999999999998557e-01 1.200000000000000178e+00 0.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00
-5.000000000000000000e-01 3.999999999999998002e-01 8.000000000000001554e-01 0.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00
-5.000000000000000000e-01 3.999999999999997446e-01 6.000000000000001998e-01 0.000000000000000000e+00 3.000000000000000000e+00 3.000000000000000000e+00
5.000000000000001110e-01 0.000000000000000000e+00 1.800000000000000266e+00 5.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00
5.000000000000001110e-01 2.000000000000000111e-01 1.800000000000000266e+00 5.000000000000000000e+00 9.000000000000000000e+00 4.000000000000000000e+00
