-4.999999999999999445e-01 -1.249576351148422027e-01 1.200000000000000178e+00 0.000000000000000000e+00 1.200000000000000000e+01 6.000000000000000000e+00
-4.999999999999999445e-01 -1.249576351148421749e-01 1.300000000000000266e+00 0.000000000000000000e+00 1.300000000000000000e+01 6.000000000000000000e+00
-4.999999999999999445e-01 -2.495763511484226649e-02 1.000000000000000222e+00 0.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+00
-4.999999999999999445e-01 7.504236488515773906e-02 9.000000000000001332e-01 0.000000000000000000e+00 9.000000000000000000e+00 4.000000000000000000e+00
-4.999999999999999445e-01 1.750423648851576475e-01 6.000000000000000888e-01 0.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00
-4.999999999999999445e-01 1.750423648851576197e-01 4.000000000000001332e-01 0.000000000000000000e+00 4.000000000000000000e+00 3.000000000000000000e+00
-4.999999999999999445e-01 2.750423648851575975e-01 2.999999999999999334e-01 0.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00
-4.999999999999999445e-01 2.750423648851575975e-01 1.999999999999999556e-01 0.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00
-4.999999999999999445e-01 2.750423648851575975e-01 9.999999999999997780e-02 0.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000001110e-01 7.504236488515768355e-02 6.000000000000000888e-01 1.000000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00
5.000000000000001110e-01 2.750423648851575975e-01 9.999999999999997780e-02 1.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00
5.000000000000001110e-01 -1.249576351148422027e-01 1.200000000000000178e+00 1.000000000000000000e+01 1.200000000000000000e+01 6.000000000000000000e+00
5.000000000000001110e-01 -2.495763511484229077e-02 9.000000000000001332e-01 1.000000000000000000e+01 9.000000000000000000e+00 5.000000000000000000e+00
5.000000000000001110e-01 7.504236488515773906e-02 9.000000000000001332e-01 1.000000000000000000e+01 9.000000000000000000e+00 4.000000000000000000e+00
5.000000000000001110e-01 7.504236488515772519e-02 8.000000000000001554e-01 1.000000000000000000e+01 8.000000000000000000e+00 4.000000000000000000e+00
5.000000000000001110e-01 1.750423648851576475e-01 6.000000000000000888e-01 1.000000000000000000e+01 6.000000000000000000e+00 3.000000000000000000e+00
-4.999999999999999445e-01 -2.495763511484224567e-02 1.100000000000000089e+00 0.000000000000000000e+00 1.100000000000000000e+01 5.000000000000000000e+00
5.000000000000001110e-01 1.750423648851576197e-01 5.000000000000000000e-01 1.000000000000000000e+01 5.000000000000000000e+00 3.000000000000000000e+00
5.000000000000001110e-01 2.750423648851575975e-01 2.999999999999999334e-01 1.000000000000000000e+01 3.000000000000000000e+00 2.000000000000000000e+00
-9.999999999999992228e-02 2.750423648851575420e-01 0.000000000000000000e+00 4.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-1.999999999999999001e-01 2.750423648851575420e-01 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-2.999999999999999334e-01 2.750423648851575420e-01 0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-3.999999999999999112e-01 2.750423648851575420e-01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-3.999999999999999112e-01 3.750423648851575198e-01 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.999999999999999445e-01 2.750423648851575420e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-4.999999999999999445e-01 3.750423648851575198e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000001110e-01 2.750423648851575420e-01 0.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00 2.000000000000000000e+00
5.000000000000001110e-01 3.750423648851575198e-01 0.000000000000000000e+00 1.000000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000001332e-01 2.750423648851575420e-01 0.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
4.000000000000001332e-01 3.750423648851575198e-01 0.000000000000000000e+00 9.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.000000000000001554e-01 2.750423648851575420e-01 0.000000000000000000e+00 8.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000666e-01 2.750423648851575420e-01 0.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
2.000000000000000666e-01 3.750423648851575198e-01 0.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000888e-01 3.750423648851575198e-01 0.000000000000000000e+00 6.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-1.999999999999999001e-01 3.750423648851575198e-01 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.110223024625156540e-16 3.750423648851575198e-01 0.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
